# Best-fit model.
# Fit done at fixed cosmology (and biases):
# OmM=0.303377, H0=69.741410, lnA=2.853178.
#      ell        C_ell^gg        C_ell^kg
        96     3.66502e-05     4.97895e-07
        97     3.63684e-05     4.93515e-07
        98     3.60840e-05     4.89111e-07
        99     3.57968e-05     4.84678e-07
       100     3.55066e-05     4.80211e-07
       101     3.52133e-05     4.75708e-07
       102     3.49171e-05     4.71170e-07
       103     3.46183e-05     4.66597e-07
       104     3.43171e-05     4.61991e-07
       105     3.40136e-05     4.57354e-07
       106     3.37081e-05     4.52686e-07
       107     3.34007e-05     4.47989e-07
       108     3.30917e-05     4.43264e-07
       109     3.27814e-05     4.38513e-07
       110     3.24701e-05     4.33742e-07
       111     3.21582e-05     4.28954e-07
       112     3.18461e-05     4.24154e-07
       113     3.15342e-05     4.19346e-07
       114     3.12227e-05     4.14536e-07
       115     3.09122e-05     4.09728e-07
       116     3.06029e-05     4.04926e-07
       117     3.02952e-05     4.00135e-07
       118     2.99896e-05     3.95360e-07
       119     2.96863e-05     3.90606e-07
       120     2.93857e-05     3.85879e-07
       121     2.90882e-05     3.81183e-07
       122     2.87941e-05     3.76524e-07
       123     2.85037e-05     3.71907e-07
       124     2.82175e-05     3.67338e-07
       125     2.79357e-05     3.62821e-07
       126     2.76588e-05     3.58362e-07
       127     2.73869e-05     3.53964e-07
       128     2.71202e-05     3.49632e-07
       129     2.68589e-05     3.45367e-07
       130     2.66030e-05     3.41172e-07
       131     2.63528e-05     3.37051e-07
       132     2.61083e-05     3.33007e-07
       133     2.58698e-05     3.29042e-07
       134     2.56373e-05     3.25160e-07
       135     2.54110e-05     3.21363e-07
       136     2.51911e-05     3.17654e-07
       137     2.49775e-05     3.14035e-07
       138     2.47702e-05     3.10506e-07
       139     2.45691e-05     3.07065e-07
       140     2.43740e-05     3.03713e-07
       141     2.41851e-05     3.00451e-07
       142     2.40020e-05     2.97276e-07
       143     2.38248e-05     2.94190e-07
       144     2.36534e-05     2.91192e-07
       145     2.34877e-05     2.88282e-07
       146     2.33275e-05     2.85460e-07
       147     2.31729e-05     2.82725e-07
       148     2.30236e-05     2.80075e-07
       149     2.28794e-05     2.77508e-07
       150     2.27401e-05     2.75021e-07
       151     2.26055e-05     2.72612e-07
       152     2.24753e-05     2.70278e-07
       153     2.23494e-05     2.68017e-07
       154     2.22274e-05     2.65825e-07
       155     2.21092e-05     2.63701e-07
       156     2.19946e-05     2.61641e-07
       157     2.18833e-05     2.59643e-07
       158     2.17751e-05     2.57704e-07
       159     2.16698e-05     2.55822e-07
       160     2.15672e-05     2.53994e-07
       161     2.14670e-05     2.52216e-07
       162     2.13691e-05     2.50486e-07
       163     2.12733e-05     2.48800e-07
       164     2.11793e-05     2.47155e-07
       165     2.10869e-05     2.45548e-07
       166     2.09959e-05     2.43976e-07
       167     2.09061e-05     2.42437e-07
       168     2.08174e-05     2.40926e-07
       169     2.07293e-05     2.39440e-07
       170     2.06419e-05     2.37978e-07
       171     2.05548e-05     2.36535e-07
       172     2.04680e-05     2.35109e-07
       173     2.03813e-05     2.33698e-07
       174     2.02946e-05     2.32302e-07
       175     2.02080e-05     2.30917e-07
       176     2.01212e-05     2.29544e-07
       177     2.00344e-05     2.28179e-07
       178     1.99473e-05     2.26821e-07
       179     1.98599e-05     2.25470e-07
       180     1.97721e-05     2.24122e-07
       181     1.96839e-05     2.22776e-07
       182     1.95952e-05     2.21432e-07
       183     1.95059e-05     2.20086e-07
       184     1.94159e-05     2.18738e-07
       185     1.93252e-05     2.17387e-07
       186     1.92339e-05     2.16031e-07
       187     1.91419e-05     2.14671e-07
       188     1.90493e-05     2.13308e-07
       189     1.89563e-05     2.11942e-07
       190     1.88628e-05     2.10572e-07
       191     1.87689e-05     2.09200e-07
       192     1.86748e-05     2.07826e-07
       193     1.85803e-05     2.06449e-07
       194     1.84857e-05     2.05070e-07
       195     1.83909e-05     2.03690e-07
       196     1.82961e-05     2.02308e-07
       197     1.82013e-05     2.00925e-07
       198     1.81065e-05     1.99542e-07
       199     1.80118e-05     1.98158e-07
       200     1.79173e-05     1.96773e-07
       201     1.78230e-05     1.95389e-07
       202     1.77291e-05     1.94007e-07
       203     1.76356e-05     1.92628e-07
       204     1.75425e-05     1.91252e-07
       205     1.74500e-05     1.89880e-07
       206     1.73581e-05     1.88514e-07
       207     1.72670e-05     1.87154e-07
       208     1.71766e-05     1.85801e-07
       209     1.70870e-05     1.84456e-07
       210     1.69984e-05     1.83120e-07
       211     1.69107e-05     1.81794e-07
       212     1.68241e-05     1.80479e-07
       213     1.67387e-05     1.79175e-07
       214     1.66545e-05     1.77884e-07
       215     1.65716e-05     1.76606e-07
       216     1.64900e-05     1.75343e-07
       217     1.64097e-05     1.74094e-07
       218     1.63308e-05     1.72860e-07
       219     1.62533e-05     1.71640e-07
       220     1.61771e-05     1.70436e-07
       221     1.61022e-05     1.69248e-07
       222     1.60287e-05     1.68075e-07
       223     1.59565e-05     1.66919e-07
       224     1.58857e-05     1.65779e-07
       225     1.58162e-05     1.64655e-07
       226     1.57481e-05     1.63549e-07
       227     1.56813e-05     1.62460e-07
       228     1.56159e-05     1.61388e-07
       229     1.55518e-05     1.60334e-07
       230     1.54892e-05     1.59298e-07
       231     1.54278e-05     1.58281e-07
       232     1.53679e-05     1.57283e-07
       233     1.53093e-05     1.56303e-07
       234     1.52519e-05     1.55341e-07
       235     1.51959e-05     1.54397e-07
       236     1.51410e-05     1.53471e-07
       237     1.50873e-05     1.52561e-07
       238     1.50348e-05     1.51668e-07
       239     1.49832e-05     1.50791e-07
       240     1.49327e-05     1.49930e-07
       241     1.48832e-05     1.49084e-07
       242     1.48346e-05     1.48253e-07
       243     1.47868e-05     1.47435e-07
       244     1.47399e-05     1.46632e-07
       245     1.46937e-05     1.45843e-07
       246     1.46483e-05     1.45066e-07
       247     1.46035e-05     1.44302e-07
       248     1.45594e-05     1.43549e-07
       249     1.45159e-05     1.42809e-07
       250     1.44729e-05     1.42080e-07
       251     1.44304e-05     1.41361e-07
       252     1.43883e-05     1.40653e-07
       253     1.43467e-05     1.39955e-07
       254     1.43055e-05     1.39266e-07
       255     1.42647e-05     1.38587e-07
       256     1.42242e-05     1.37916e-07
       257     1.41841e-05     1.37254e-07
       258     1.41443e-05     1.36600e-07
       259     1.41047e-05     1.35954e-07
       260     1.40654e-05     1.35314e-07
       261     1.40264e-05     1.34682e-07
       262     1.39876e-05     1.34056e-07
       263     1.39489e-05     1.33436e-07
       264     1.39104e-05     1.32822e-07
       265     1.38721e-05     1.32212e-07
       266     1.38338e-05     1.31608e-07
       267     1.37956e-05     1.31008e-07
       268     1.37575e-05     1.30413e-07
       269     1.37195e-05     1.29821e-07
       270     1.36814e-05     1.29232e-07
       271     1.36433e-05     1.28646e-07
       272     1.36052e-05     1.28063e-07
       273     1.35672e-05     1.27483e-07
       274     1.35291e-05     1.26906e-07
       275     1.34911e-05     1.26332e-07
       276     1.34531e-05     1.25761e-07
       277     1.34151e-05     1.25193e-07
       278     1.33773e-05     1.24627e-07
       279     1.33395e-05     1.24065e-07
       280     1.33017e-05     1.23505e-07
       281     1.32641e-05     1.22949e-07
       282     1.32266e-05     1.22395e-07
       283     1.31892e-05     1.21845e-07
       284     1.31520e-05     1.21297e-07
       285     1.31149e-05     1.20753e-07
       286     1.30779e-05     1.20211e-07
       287     1.30411e-05     1.19673e-07
       288     1.30045e-05     1.19137e-07
       289     1.29681e-05     1.18605e-07
       290     1.29318e-05     1.18076e-07
       291     1.28958e-05     1.17549e-07
       292     1.28601e-05     1.17026e-07
       293     1.28245e-05     1.16506e-07
       294     1.27892e-05     1.15989e-07
       295     1.27541e-05     1.15476e-07
       296     1.27193e-05     1.14965e-07
       297     1.26848e-05     1.14458e-07
       298     1.26505e-05     1.13955e-07
       299     1.26164e-05     1.13455e-07
       300     1.25827e-05     1.12958e-07
       301     1.25492e-05     1.12465e-07
       302     1.25161e-05     1.11976e-07
       303     1.24832e-05     1.11490e-07
       304     1.24506e-05     1.11008e-07
       305     1.24183e-05     1.10530e-07
       306     1.23863e-05     1.10056e-07
       307     1.23547e-05     1.09585e-07
       308     1.23234e-05     1.09119e-07
       309     1.22924e-05     1.08657e-07
       310     1.22617e-05     1.08199e-07
       311     1.22314e-05     1.07745e-07
       312     1.22014e-05     1.07295e-07
       313     1.21718e-05     1.06849e-07
       314     1.21426e-05     1.06408e-07
       315     1.21137e-05     1.05971e-07
       316     1.20851e-05     1.05539e-07
       317     1.20570e-05     1.05111e-07
       318     1.20292e-05     1.04687e-07
       319     1.20017e-05     1.04268e-07
       320     1.19746e-05     1.03852e-07
       321     1.19478e-05     1.03441e-07
       322     1.19213e-05     1.03034e-07
       323     1.18951e-05     1.02631e-07
       324     1.18693e-05     1.02232e-07
       325     1.18437e-05     1.01836e-07
       326     1.18184e-05     1.01445e-07
       327     1.17934e-05     1.01057e-07
       328     1.17687e-05     1.00672e-07
       329     1.17442e-05     1.00292e-07
       330     1.17200e-05     9.99148e-08
       331     1.16960e-05     9.95412e-08
       332     1.16723e-05     9.91710e-08
       333     1.16488e-05     9.88041e-08
       334     1.16255e-05     9.84406e-08
       335     1.16024e-05     9.80803e-08
       336     1.15795e-05     9.77231e-08
       337     1.15569e-05     9.73690e-08
       338     1.15344e-05     9.70180e-08
       339     1.15121e-05     9.66699e-08
       340     1.14900e-05     9.63247e-08
       341     1.14680e-05     9.59824e-08
       342     1.14462e-05     9.56429e-08
       343     1.14246e-05     9.53062e-08
       344     1.14031e-05     9.49722e-08
       345     1.13817e-05     9.46409e-08
       346     1.13606e-05     9.43123e-08
       347     1.13395e-05     9.39863e-08
       348     1.13186e-05     9.36629e-08
       349     1.12979e-05     9.33421e-08
       350     1.12773e-05     9.30237e-08
       351     1.12568e-05     9.27079e-08
       352     1.12365e-05     9.23945e-08
       353     1.12163e-05     9.20836e-08
       354     1.11962e-05     9.17750e-08
       355     1.11762e-05     9.14687e-08
       356     1.11564e-05     9.11648e-08
       357     1.11367e-05     9.08631e-08
       358     1.11171e-05     9.05637e-08
       359     1.10976e-05     9.02665e-08
       360     1.10782e-05     8.99714e-08
       361     1.10590e-05     8.96785e-08
       362     1.10398e-05     8.93877e-08
       363     1.10208e-05     8.90989e-08
       364     1.10018e-05     8.88121e-08
       365     1.09829e-05     8.85274e-08
       366     1.09642e-05     8.82446e-08
       367     1.09455e-05     8.79636e-08
       368     1.09269e-05     8.76846e-08
       369     1.09084e-05     8.74075e-08
       370     1.08900e-05     8.71322e-08
       371     1.08717e-05     8.68588e-08
       372     1.08535e-05     8.65872e-08
       373     1.08353e-05     8.63175e-08
       374     1.08173e-05     8.60497e-08
       375     1.07994e-05     8.57837e-08
       376     1.07815e-05     8.55195e-08
       377     1.07638e-05     8.52572e-08
       378     1.07461e-05     8.49967e-08
       379     1.07286e-05     8.47380e-08
       380     1.07112e-05     8.44812e-08
       381     1.06938e-05     8.42262e-08
       382     1.06766e-05     8.39730e-08
       383     1.06595e-05     8.37216e-08
       384     1.06424e-05     8.34720e-08
       385     1.06255e-05     8.32242e-08
       386     1.06087e-05     8.29782e-08
       387     1.05920e-05     8.27340e-08
       388     1.05754e-05     8.24915e-08
       389     1.05589e-05     8.22509e-08
       390     1.05426e-05     8.20120e-08
       391     1.05263e-05     8.17749e-08
       392     1.05102e-05     8.15396e-08
       393     1.04941e-05     8.13060e-08
       394     1.04782e-05     8.10742e-08
       395     1.04624e-05     8.08441e-08
       396     1.04468e-05     8.06158e-08
       397     1.04312e-05     8.03893e-08
       398     1.04158e-05     8.01644e-08
       399     1.04005e-05     7.99413e-08
       400     1.03853e-05     7.97198e-08
       401     1.03702e-05     7.95000e-08
       402     1.03552e-05     7.92819e-08
       403     1.03403e-05     7.90653e-08
       404     1.03256e-05     7.88504e-08
       405     1.03109e-05     7.86371e-08
       406     1.02964e-05     7.84253e-08
       407     1.02820e-05     7.82151e-08
       408     1.02677e-05     7.80063e-08
       409     1.02534e-05     7.77991e-08
       410     1.02393e-05     7.75934e-08
       411     1.02253e-05     7.73891e-08
       412     1.02114e-05     7.71862e-08
       413     1.01975e-05     7.69848e-08
       414     1.01838e-05     7.67848e-08
       415     1.01702e-05     7.65861e-08
       416     1.01567e-05     7.63888e-08
       417     1.01432e-05     7.61929e-08
       418     1.01298e-05     7.59982e-08
       419     1.01166e-05     7.58049e-08
       420     1.01034e-05     7.56128e-08
       421     1.00903e-05     7.54220e-08
       422     1.00773e-05     7.52324e-08
       423     1.00644e-05     7.50440e-08
       424     1.00515e-05     7.48568e-08
       425     1.00388e-05     7.46708e-08
       426     1.00261e-05     7.44859e-08
       427     1.00135e-05     7.43022e-08
       428     1.00009e-05     7.41195e-08
       429     9.98847e-06     7.39380e-08
       430     9.97608e-06     7.37576e-08
       431     9.96377e-06     7.35782e-08
       432     9.95154e-06     7.33999e-08
       433     9.93937e-06     7.32227e-08
       434     9.92728e-06     7.30465e-08
       435     9.91526e-06     7.28714e-08
       436     9.90331e-06     7.26973e-08
       437     9.89143e-06     7.25243e-08
       438     9.87962e-06     7.23524e-08
       439     9.86787e-06     7.21814e-08
       440     9.85620e-06     7.20115e-08
       441     9.84460e-06     7.18427e-08
       442     9.83306e-06     7.16748e-08
       443     9.82159e-06     7.15079e-08
       444     9.81018e-06     7.13421e-08
       445     9.79885e-06     7.11772e-08
       446     9.78757e-06     7.10134e-08
       447     9.77636e-06     7.08505e-08
       448     9.76522e-06     7.06886e-08
       449     9.75414e-06     7.05277e-08
       450     9.74312e-06     7.03678e-08
       451     9.73216e-06     7.02088e-08
       452     9.72127e-06     7.00508e-08
       453     9.71044e-06     6.98938e-08
       454     9.69967e-06     6.97376e-08
       455     9.68896e-06     6.95825e-08
       456     9.67831e-06     6.94282e-08
       457     9.66771e-06     6.92749e-08
       458     9.65718e-06     6.91226e-08
       459     9.64670e-06     6.89711e-08
       460     9.63628e-06     6.88205e-08
       461     9.62592e-06     6.86709e-08
       462     9.61562e-06     6.85222e-08
       463     9.60537e-06     6.83743e-08
       464     9.59517e-06     6.82274e-08
       465     9.58503e-06     6.80813e-08
       466     9.57495e-06     6.79361e-08
       467     9.56492e-06     6.77918e-08
       468     9.55495e-06     6.76483e-08
       469     9.54503e-06     6.75058e-08
       470     9.53516e-06     6.73640e-08
       471     9.52534e-06     6.72232e-08
       472     9.51558e-06     6.70831e-08
       473     9.50588e-06     6.69440e-08
       474     9.49622e-06     6.68056e-08
       475     9.48662e-06     6.66681e-08
       476     9.47707e-06     6.65314e-08
       477     9.46757e-06     6.63955e-08
       478     9.45812e-06     6.62605e-08
       479     9.44873e-06     6.61263e-08
       480     9.43938e-06     6.59928e-08
       481     9.43009e-06     6.58602e-08
       482     9.42084e-06     6.57284e-08
       483     9.41165e-06     6.55973e-08
       484     9.40251e-06     6.54671e-08
       485     9.39341e-06     6.53376e-08
       486     9.38437e-06     6.52089e-08
       487     9.37537e-06     6.50809e-08
       488     9.36642e-06     6.49538e-08
       489     9.35752e-06     6.48273e-08
       490     9.34867e-06     6.47017e-08
       491     9.33987e-06     6.45768e-08
       492     9.33111e-06     6.44526e-08
       493     9.32240e-06     6.43291e-08
       494     9.31374e-06     6.42064e-08
       495     9.30513e-06     6.40845e-08
       496     9.29656e-06     6.39632e-08
       497     9.28803e-06     6.38427e-08
       498     9.27956e-06     6.37228e-08
       499     9.27113e-06     6.36037e-08
       500     9.26274e-06     6.34853e-08
       501     9.25440e-06     6.33675e-08
       502     9.24610e-06     6.32505e-08
       503     9.23785e-06     6.31341e-08
       504     9.22964e-06     6.30184e-08
       505     9.22148e-06     6.29034e-08
       506     9.21335e-06     6.27891e-08
       507     9.20527e-06     6.26754e-08
       508     9.19724e-06     6.25624e-08
       509     9.18924e-06     6.24500e-08
       510     9.18129e-06     6.23382e-08
       511     9.17338e-06     6.22271e-08
       512     9.16551e-06     6.21166e-08
       513     9.15768e-06     6.20068e-08
       514     9.14989e-06     6.18975e-08
       515     9.14214e-06     6.17889e-08
       516     9.13444e-06     6.16809e-08
       517     9.12677e-06     6.15735e-08
       518     9.11914e-06     6.14667e-08
       519     9.11155e-06     6.13604e-08
       520     9.10399e-06     6.12548e-08
       521     9.09648e-06     6.11497e-08
       522     9.08900e-06     6.10452e-08
       523     9.08156e-06     6.09413e-08
       524     9.07416e-06     6.08380e-08
       525     9.06680e-06     6.07352e-08
       526     9.05947e-06     6.06329e-08
       527     9.05218e-06     6.05312e-08
       528     9.04492e-06     6.04300e-08
       529     9.03770e-06     6.03294e-08
       530     9.03051e-06     6.02292e-08
       531     9.02336e-06     6.01297e-08
       532     9.01625e-06     6.00306e-08
       533     9.00916e-06     5.99320e-08
       534     9.00211e-06     5.98339e-08
       535     8.99510e-06     5.97364e-08
       536     8.98812e-06     5.96393e-08
       537     8.98117e-06     5.95427e-08
       538     8.97425e-06     5.94466e-08
       539     8.96737e-06     5.93509e-08
       540     8.96051e-06     5.92558e-08
       541     8.95369e-06     5.91611e-08
       542     8.94690e-06     5.90669e-08
       543     8.94014e-06     5.89731e-08
       544     8.93342e-06     5.88798e-08
       545     8.92672e-06     5.87869e-08
       546     8.92005e-06     5.86946e-08
       547     8.91342e-06     5.86026e-08
       548     8.90682e-06     5.85111e-08
       549     8.90024e-06     5.84201e-08
       550     8.89370e-06     5.83295e-08
       551     8.88719e-06     5.82394e-08
       552     8.88070e-06     5.81497e-08
       553     8.87425e-06     5.80604e-08
       554     8.86783e-06     5.79716e-08
       555     8.86143e-06     5.78832e-08
       556     8.85507e-06     5.77953e-08
       557     8.84873e-06     5.77078e-08
       558     8.84242e-06     5.76207e-08
       559     8.83614e-06     5.75340e-08
       560     8.82989e-06     5.74478e-08
       561     8.82367e-06     5.73620e-08
       562     8.81748e-06     5.72766e-08
       563     8.81131e-06     5.71916e-08
       564     8.80518e-06     5.71070e-08
       565     8.79907e-06     5.70229e-08
       566     8.79298e-06     5.69392e-08
       567     8.78693e-06     5.68558e-08
       568     8.78090e-06     5.67729e-08
       569     8.77490e-06     5.66904e-08
       570     8.76893e-06     5.66082e-08
       571     8.76298e-06     5.65265e-08
       572     8.75706e-06     5.64452e-08
       573     8.75117e-06     5.63643e-08
       574     8.74530e-06     5.62837e-08
       575     8.73946e-06     5.62036e-08
       576     8.73365e-06     5.61238e-08
       577     8.72786e-06     5.60444e-08
       578     8.72209e-06     5.59654e-08
       579     8.71636e-06     5.58868e-08
       580     8.71064e-06     5.58085e-08
       581     8.70495e-06     5.57307e-08
       582     8.69929e-06     5.56532e-08
       583     8.69365e-06     5.55760e-08
       584     8.68804e-06     5.54993e-08
       585     8.68245e-06     5.54229e-08
       586     8.67689e-06     5.53469e-08
       587     8.67135e-06     5.52712e-08
       588     8.66583e-06     5.51959e-08
       589     8.66034e-06     5.51209e-08
       590     8.65487e-06     5.50463e-08
       591     8.64943e-06     5.49721e-08
       592     8.64400e-06     5.48982e-08
       593     8.63861e-06     5.48246e-08
       594     8.63323e-06     5.47514e-08
       595     8.62788e-06     5.46786e-08
       596     8.62255e-06     5.46061e-08
       597     8.61725e-06     5.45339e-08
       598     8.61196e-06     5.44621e-08
       599     8.60670e-06     5.43905e-08
       600     8.60146e-06     5.43194e-08
       601     8.59625e-06     5.42485e-08
       602     8.59105e-06     5.41780e-08
       603     8.58588e-06     5.41078e-08
       604     8.58073e-06     5.40380e-08
       605     8.57560e-06     5.39684e-08
       606     8.57050e-06     5.38992e-08
       607     8.56541e-06     5.38303e-08
       608     8.56034e-06     5.37617e-08
       609     8.55530e-06     5.36934e-08
       610     8.55028e-06     5.36254e-08
       611     8.54528e-06     5.35577e-08
       612     8.54029e-06     5.34904e-08
       613     8.53533e-06     5.34233e-08
       614     8.53039e-06     5.33566e-08
       615     8.52547e-06     5.32901e-08
       616     8.52057e-06     5.32239e-08
       617     8.51569e-06     5.31581e-08
       618     8.51083e-06     5.30925e-08
       619     8.50599e-06     5.30272e-08
       620     8.50117e-06     5.29622e-08
       621     8.49637e-06     5.28975e-08
       622     8.49158e-06     5.28331e-08
       623     8.48682e-06     5.27689e-08
       624     8.48207e-06     5.27051e-08
       625     8.47735e-06     5.26415e-08
       626     8.47264e-06     5.25781e-08
       627     8.46795e-06     5.25151e-08
       628     8.46328e-06     5.24523e-08
       629     8.45863e-06     5.23898e-08
       630     8.45399e-06     5.23276e-08
       631     8.44937e-06     5.22656e-08
       632     8.44478e-06     5.22039e-08
       633     8.44019e-06     5.21424e-08
       634     8.43563e-06     5.20812e-08
       635     8.43109e-06     5.20203e-08
       636     8.42656e-06     5.19596e-08
       637     8.42205e-06     5.18992e-08
       638     8.41755e-06     5.18390e-08
       639     8.41308e-06     5.17791e-08
       640     8.40862e-06     5.17194e-08
       641     8.40418e-06     5.16600e-08
       642     8.39975e-06     5.16009e-08
       643     8.39534e-06     5.15420e-08
       644     8.39095e-06     5.14833e-08
       645     8.38658e-06     5.14249e-08
       646     8.38222e-06     5.13667e-08
       647     8.37788e-06     5.13087e-08
       648     8.37355e-06     5.12510e-08
       649     8.36925e-06     5.11936e-08
       650     8.36495e-06     5.11363e-08
       651     8.36068e-06     5.10793e-08
       652     8.35642e-06     5.10226e-08
       653     8.35217e-06     5.09661e-08
       654     8.34795e-06     5.09098e-08
       655     8.34373e-06     5.08537e-08
       656     8.33954e-06     5.07979e-08
       657     8.33536e-06     5.07423e-08
       658     8.33119e-06     5.06869e-08
       659     8.32704e-06     5.06317e-08
       660     8.32291e-06     5.05768e-08
       661     8.31879e-06     5.05220e-08
       662     8.31469e-06     5.04675e-08
       663     8.31060e-06     5.04133e-08
       664     8.30652e-06     5.03592e-08
       665     8.30246e-06     5.03053e-08
       666     8.29842e-06     5.02517e-08
       667     8.29439e-06     5.01983e-08
       668     8.29037e-06     5.01451e-08
       669     8.28637e-06     5.00921e-08
       670     8.28239e-06     5.00393e-08
       671     8.27842e-06     4.99867e-08
       672     8.27446e-06     4.99343e-08
       673     8.27052e-06     4.98821e-08
       674     8.26659e-06     4.98301e-08
       675     8.26267e-06     4.97783e-08
       676     8.25877e-06     4.97267e-08
       677     8.25488e-06     4.96753e-08
       678     8.25101e-06     4.96242e-08
       679     8.24715e-06     4.95732e-08
       680     8.24330e-06     4.95223e-08
       681     8.23947e-06     4.94717e-08
       682     8.23565e-06     4.94213e-08
       683     8.23184e-06     4.93711e-08
       684     8.22805e-06     4.93210e-08
       685     8.22427e-06     4.92712e-08
       686     8.22050e-06     4.92215e-08
       687     8.21675e-06     4.91720e-08
       688     8.21301e-06     4.91227e-08
       689     8.20928e-06     4.90735e-08
       690     8.20556e-06     4.90246e-08
       691     8.20185e-06     4.89758e-08
       692     8.19816e-06     4.89272e-08
       693     8.19448e-06     4.88787e-08
       694     8.19081e-06     4.88305e-08
       695     8.18716e-06     4.87824e-08
       696     8.18351e-06     4.87345e-08
       697     8.17988e-06     4.86867e-08
       698     8.17626e-06     4.86391e-08
       699     8.17265e-06     4.85917e-08
       700     8.16905e-06     4.85445e-08
       701     8.16546e-06     4.84974e-08
       702     8.16189e-06     4.84504e-08
       703     8.15832e-06     4.84037e-08
       704     8.15477e-06     4.83570e-08
       705     8.15123e-06     4.83106e-08
       706     8.14770e-06     4.82643e-08
       707     8.14418e-06     4.82181e-08
       708     8.14066e-06     4.81721e-08
       709     8.13716e-06     4.81263e-08
       710     8.13368e-06     4.80806e-08
       711     8.13020e-06     4.80350e-08
       712     8.12673e-06     4.79896e-08
       713     8.12327e-06     4.79444e-08
       714     8.11982e-06     4.78993e-08
       715     8.11638e-06     4.78543e-08
       716     8.11295e-06     4.78095e-08
       717     8.10953e-06     4.77648e-08
       718     8.10612e-06     4.77202e-08
       719     8.10272e-06     4.76758e-08
       720     8.09933e-06     4.76315e-08
       721     8.09594e-06     4.75874e-08
       722     8.09257e-06     4.75433e-08
       723     8.08921e-06     4.74995e-08
       724     8.08585e-06     4.74557e-08
       725     8.08251e-06     4.74121e-08
       726     8.07917e-06     4.73686e-08
       727     8.07584e-06     4.73252e-08
